,target,data,seq_len
4638,0,hour half wondering sometimes amusedly sometimes impatiently strenuously unconventional movie supposed discover answer conventional,14
4639,1,3 d vistas orbit space station suspended like huge set wind chimes great blue globe stanzas breathtaking awe inspiring visual poetry,21
4640,1,even interest gang infested east vs west coast rap wars modern mob music drama never fails fascinate,17
4641,0,annoying orgy excess exploitation point goes nowhere,7
4642,0,'m sure 's teenage boy somewhere 's dying kind entertainment,10
4643,0,film boasted clearer memorable creepiness would gotten skin,8
4644,0,adam sandler 's 8 crazy nights 75 wasted minutes sandler voice over hero columbia pictures ' perverse idea animated holiday movie,21
4645,1,insomnia become one rare remakes eclipse original n't disgrace either,10
4646,0,home alone goes hollywood funny premise kids start pulling stunts even steven spielberg would know besides real movie producers n't nice,21
4647,1,toes fine line cheese earnestness remarkably well everything delivered conviction 's hard carried away,14
4648,0,affectionate loopiness seemed congenital demme 's perspective tough time emerging badly dated cutesy pie mystery scenario newfangled hollywood post production effects,21
4649,1,macabre stylized swedish fillm modern city religious civic virtues hold society place tatters,13
4650,1,happily things immune folly changing taste attitude proof cinematic front look 20th anniversary edition film spielberg calls retrospectively personal work yet,21
4651,0,graceless witless attempt mating like hot wwii espionage thriller,9
4652,0,felt trapped obvious escape entire 100 minutes,7
4653,1,spider man category x men occasionally brilliant mostly average showing signs potential sequels giving us much time around,18
4654,0,sophomoric exploration 'life problems ' people solved long ago least got tired hearing people kvetch,15
4655,1,lan yu times restrained yet moments captures erotics intimacy way makes american love stories look downright unfree,17
4656,0,plays like corny television production bygone era,7
4657,0,sheer dumbness plot one good idea movie 's inescapable air sleaziness get,12
4658,1,fancy filling fluffy definitely tasty sweet,6
4659,1,talk perfect movie many made 's still quite worth seeing,10
4660,0,film presses familiar herzog tropes service limpid conventional historical fiction really demand director mesmerised,14
4661,0,'s delightfully quirky movie made curling brooms n't,8
4662,1,grant hoult carry movie believable people flawed assured wrong things scared admit much may really need company others,18
4663,1,brave sweetly rendered love story,5
4664,0,criticism never rises easy cynical potshots morally bankrupt characters,9
4665,1,sexy romantic,2
4666,0,'s one thing world needs less 's movies college written directed people could n't pass entrance exam,17
4667,0,awkwardly contrived exercise magic realism,5
4668,1,somewhat crudely constructed gripping questing look person racked self loathing becomes enemy race,13
4669,1,'s often cute film either needs substance fill time judicious editing,11
4670,1,kids five delighted fast funny even touching story parents may even find goes quickly funniest jokes movie year including intended adults,21
4671,1,think movie probably like,4
4672,1,real pleasure laid back way,5
4673,1,lovably old school hollywood confection,5
4674,1,'s clear mehta simply wanted update beloved genre thousands indians fancy sophisticated cheese laced spectacles pack 'em subcontinent,18
4675,1,beguiling slow moving parable collision past present remote seacoast iran,10
4676,0,give shapiro goldman bolado credit good intentions 's nothing could n't done half hour,14
4677,0,allen 's making piffle long hollywood ending may way saying piffle airhead movie business deserves right,16
4678,0,talkiness n't necessarily bad dialogue frequently misses mark,8
4679,0,moments ultimately curmudgeon n't quite make cut placed list favorites,10
4680,1,'s really appealing characters resemblance everyday children,7
4681,1,showtime fine looking film bouncy score clutch lively songs deft punctuation,11
4682,1,viewed terms treasure planet better than average family entertainment true fans stevenson 's novel likely prefer disney 's faithful 1950 live action swashbuckling classic,24
4683,0,'m mentally challenged getting fair shot movie business surely n't collection keening self mutilating sideshow geeks,16
4684,0,rodriguez unable reproduce special spark characters made first film delight,10
4685,1,uncomfortable movie suffocating sometimes almost senseless grey zone center though morbid one,12
4686,1,great companion piece napoleon films,5
4687,1,powerful success read lips provocative material shows three films director co writer jacques audiard though little known country belongs top rank french filmmakers,23
4688,0,problem 's derivative plenty funny movies recycle old tropes problem van wilder little actually funny material,16
4689,0,movie 's messages quite admirable story clich d often strains credulity,11
4690,1,appeal impatient like long books movies admire way accumulates power depth,11
4691,1,psychological thriller genuinely spooky premise above average cast actor bill paxton 's directing debut creepy slice gothic rural americana,19
4692,1,scotland looks wonderful fans often funny fanatics showdown sure beats bad day golf,13
4693,1,may captivated moods subtly transformed star still wonder paul thomas anderson ever inclination make sincere artful movie adam sandler probably ever appear,22
4694,1,four feathers rewards exoticism seas sand fierce grandeur sweeping battle scenes,11
4695,0,moments 's pretty far treasure,5
4696,0,'s nothing gain watching n't scary hates characters finds way entertain inspire viewers,13
4697,1,best movie many moon passions sometimes fuel best achievements times leave us stranded nothing lesser appetites,16
4698,1,fessenden much ambiguity creating mood screen thrills,7
4699,1,sheer joy pride took work shines every frame,8
4700,0,paxton 's uneven directorial debut fails unlock full potential many ways fresh dramatically substantial spin genre,16
4701,0,young children parents would well cram earplugs ears put pillowcases heads 87 minutes,13
4702,1,'s never dull always looks good,6
4703,0,much funny aggressively sitcom cute 's full throwaway one liners not quite jokes determined tv amiability allen personifies,18
4704,1,time changer may memorable cinema session profound self evaluation message fragile existence absence spiritual guidance least invade abundance mindsets,19
4705,0,pairing sound promising theory lack chemistry makes eddie murphy robert deniro showtime look like old familiar vaudeville partners,18
4706,0,momentary escape summer heat sedentary doldrums set time year,9
4707,0,cheap ludicrous attempt serious horror,5
4708,0,point lovingly choreographed bloodshed taking place pristine movie neverland basically,10
4709,1,kaufman jonze take huge risks ponder whole notion passion desire human beings passion lives emptiness one feels missing,18
4710,1,although melodramatic predictable romantic comedy explores friendship five filipino americans frantic efforts find love,14
4711,0,one long numbing action sequence made mostly routine stuff yuen given us,12
4712,1,tells fascinating compelling story,4
4713,1,would easy give crush new title two weddings funeral 's far thoughtful film slice hugh grant whimsy,17
